year,round,lap,driver,position,laptime
2022,5,1,leclerc,1,96.67699999999999
2022,5,1,max_verstappen,2,97.52799999999999
2022,5,1,sainz,3,98.36500000000001
2022,5,1,perez,4,99.03999999999999
2022,5,1,bottas,5,99.96600000000001
2022,5,1,gasly,6,100.67099999999999
2022,5,1,alonso,7,101.47999999999999
2022,5,1,hamilton,8,101.774
2022,5,1,norris,9,102.87299999999999
2022,5,1,tsunoda,10,103.36699999999999
2022,5,1,ricciardo,11,104.136
2022,5,1,mick_schumacher,12,104.37899999999999
2022,5,1,kevin_magnussen,13,104.95400000000001
2022,5,1,zhou,14,105.5
2022,5,1,russell,15,106.166
2022,5,1,albon,16,106.36500000000001
2022,5,1,latifi,17,107.32
2022,5,1,ocon,18,107.446
2022,5,1,stroll,19,113.387
2022,5,1,vettel,20,114.106
2022,5,2,leclerc,1,94.38900000000001
2022,5,2,max_verstappen,2,94.542
2022,5,2,sainz,3,94.875
2022,5,2,perez,4,95.274
2022,5,2,bottas,5,95.793
2022,5,2,gasly,6,96.07
2022,5,2,alonso,7,96.176
2022,5,2,hamilton,8,96.564
2022,5,2,norris,9,96.949
2022,5,2,tsunoda,10,97.169
2022,5,2,mick_schumacher,11,97.074
2022,5,2,ricciardo,12,98.124
2022,5,2,kevin_magnussen,13,97.576
2022,5,2,zhou,14,97.487
2022,5,2,russell,15,97.62299999999999
2022,5,2,albon,16,97.782
2022,5,2,ocon,17,97.396
2022,5,2,latifi,18,99.05
2022,5,2,stroll,19,97.539
2022,5,2,vettel,20,97.864
2022,5,3,leclerc,1,94.465
2022,5,3,max_verstappen,2,94.55
2022,5,3,sainz,3,94.781
2022,5,3,perez,4,94.94
2022,5,3,bottas,5,95.50200000000001
2022,5,3,gasly,6,95.68299999999999
2022,5,3,hamilton,7,95.72999999999999
2022,5,3,alonso,8,96.848
2022,5,3,norris,9,96.28999999999999
2022,5,3,tsunoda,10,96.339
2022,5,3,mick_schumacher,11,96.21000000000001
2022,5,3,kevin_magnussen,12,95.762
2022,5,3,ricciardo,13,96.95
2022,5,3,zhou,14,96.727
2022,5,3,russell,15,96.49000000000001
2022,5,3,albon,16,96.666
2022,5,3,ocon,17,97.19800000000001
2022,5,3,latifi,18,97.75
2022,5,3,stroll,19,97.042
2022,5,3,vettel,20,97.24199999999999
2022,5,4,leclerc,1,94.32300000000001
2022,5,4,max_verstappen,2,94.287
2022,5,4,sainz,3,95.061
2022,5,4,perez,4,94.831
2022,5,4,bottas,5,95.61699999999999
2022,5,4,gasly,6,95.59100000000001
2022,5,4,hamilton,7,95.17
2022,5,4,alonso,8,95.64699999999999
2022,5,4,norris,9,95.955
2022,5,4,tsunoda,10,95.962
2022,5,4,mick_schumacher,11,95.88
2022,5,4,kevin_magnussen,12,95.642
2022,5,4,ricciardo,13,95.499
2022,5,4,zhou,14,95.731
2022,5,4,russell,15,95.936
2022,5,4,albon,16,95.88499999999999
2022,5,4,ocon,17,96.82
2022,5,4,latifi,18,96.96600000000001
2022,5,4,stroll,19,96.912
2022,5,4,vettel,20,96.781
2022,5,5,leclerc,1,93.963
2022,5,5,max_verstappen,2,94.32
2022,5,5,sainz,3,94.708
2022,5,5,perez,4,94.71000000000001
2022,5,5,bottas,5,95.348
2022,5,5,gasly,6,96.268
2022,5,5,hamilton,7,95.24799999999999
2022,5,5,alonso,8,95.72999999999999
2022,5,5,norris,9,95.836
2022,5,5,tsunoda,10,96.836
2022,5,5,mick_schumacher,11,96.27000000000001
2022,5,5,kevin_magnussen,12,96.136
2022,5,5,ricciardo,13,96.38499999999999
2022,5,5,zhou,14,95.88300000000001
2022,5,5,russell,15,95.785
2022,5,5,albon,16,95.962
2022,5,5,ocon,17,96.315
2022,5,5,latifi,18,96.857
2022,5,5,stroll,19,96.62100000000001
2022,5,5,vettel,20,97.541
